Publishing Date,Headlines,Category,Structural Hierarchy Description
5/5/2006,['Shell sees profits climb on soaring oil prices'],SHELL,Stock in the OilGas Sector
8/18/2006,['Zaiviji Ismail appointed Shell chief'],SHELL,Stock in the OilGas Sector
9/24/2006,['Shell acquires Tongyi lubricant brand'],SHELL,Stock in the OilGas Sector
10/24/2006,['Shell bids for control of Shell Canada'],SHELL,Stock in the OilGas Sector
12/29/2006,['Shell needs to invest more in Sakhalin-2'],SHELL,Stock in the OilGas Sector
1/10/2007,"['OGDC, Shell join hands to find oil, gas']",SHELL,Stock in the OilGas Sector
1/25/2007,['Mystery woman comes out of shell'],SHELL,Stock in the OilGas Sector
1/30/2007,['Tesoro buys US refinery from Shell'],SHELL,Stock in the OilGas Sector
2/16/2007,"['Govt recovering oil subsidies: Shell', 'Shell declares loss in Q2']",SHELL,Stock in the OilGas Sector
6/22/2007,['Shell signs MoU with Kidney Centre'],SHELL,Stock in the OilGas Sector
7/25/2007,['Shell makes £430 a second'],SHELL,Stock in the OilGas Sector
7/27/2007,['Shell discovers new oil field in Nigeria'],SHELL,Stock in the OilGas Sector
8/18/2007,['Shell Gas posts Rs47m loss'],SHELL,Stock in the OilGas Sector
10/20/2007,['Shell earns Rs533m'],SHELL,Stock in the OilGas Sector
11/21/2007,['Shell Helix Ultra Mall Activity'],SHELL,Stock in the OilGas Sector
1/2/2008,['Israeli shell kills another Hamas activist'],SHELL,Stock in the OilGas Sector
1/5/2008,['Several houses damaged as forces shell ‘militant’ hideouts'],SHELL,Stock in the OilGas Sector
2/1/2008,['Shell profits surge to record $31 billion'],SHELL,Stock in the OilGas Sector
2/5/2008,"['PSO, Shell to post excellent earnings: report']",SHELL,Stock in the OilGas Sector
4/19/2008,['Shell earns Rs2.65bn'],SHELL,Stock in the OilGas Sector
6/20/2008,['Nine killed as choppers shell Kurram'],SHELL,Stock in the OilGas Sector
7/8/2008,"['Abu Dhabi’s Taqa buys Shell, Exxon North Sea interests']",SHELL,Stock in the OilGas Sector
8/1/2008,['Shell earns record profit of $11.6bn'],SHELL,Stock in the OilGas Sector
8/13/2008,"['PSO, Shell post record profits with note of caution']",SHELL,Stock in the OilGas Sector
8/24/2008,['Six killed as shell hits house in Bajaur'],SHELL,Stock in the OilGas Sector
9/3/2008,['Militants target Kohat Tunnel as forces shell hideouts'],SHELL,Stock in the OilGas Sector
9/10/2008,['Shell agrees to $4bn gas deal with Iraq'],SHELL,Stock in the OilGas Sector
11/7/2008,"['Four hurt as shell hits house, bridge blown up in Swat']",SHELL,Stock in the OilGas Sector
11/21/2008,['Nine killed as shell hits house in Swat'],SHELL,Stock in the OilGas Sector
1/8/2009,['Shell-shocked children are drawn into the cult of the martyr'],SHELL,Stock in the OilGas Sector
2/16/2009,['Four of a family killed as shell hits house'],SHELL,Stock in the OilGas Sector
6/28/2009,['Putin invites Shell to participate in gas projects'],SHELL,Stock in the OilGas Sector
7/31/2009,['Profits slump on weak oil prices: Shell'],SHELL,Stock in the OilGas Sector
8/8/2009,['Shell joins 4gas in LNG import project'],SHELL,Stock in the OilGas Sector
8/11/2009,['Four die as shell hits house in Khyber FC camp attacked'],SHELL,Stock in the OilGas Sector
12/12/2009,"['Iraq holds oil auction, Shell wins giant field']",SHELL,Stock in the OilGas Sector
2/12/2010,['Shell to sell shares in LPG arm'],SHELL,Stock in the OilGas Sector
3/11/2010,['Royal Dutch Shell stops gasoline sales to Iran'],SHELL,Stock in the OilGas Sector
3/18/2010,['Woman dies as shell hits house'],SHELL,Stock in the OilGas Sector
3/24/2010,"['Shell, PetroChina set gas exploration deal']",SHELL,Stock in the OilGas Sector
5/5/2010,"['Private equity fund eyes Shell Gas LPG', 'World to stay reliant on fossil fuel until 2050: Shell CEO']",SHELL,Stock in the OilGas Sector
5/11/2010,"['Iran gives two week ultimatum to Shell, Repsol']",SHELL,Stock in the OilGas Sector
6/17/2010,['Shell Pakistan sells LPG business to OPI'],SHELL,Stock in the OilGas Sector
8/20/2010,['Shell announces cash dividend'],SHELL,Stock in the OilGas Sector
8/25/2010,['Shell resumes supply to 60 affected sites from Machikhe'],SHELL,Stock in the OilGas Sector
10/23/2010,['New tax regime pushes blue-chip Shell in the red'],SHELL,Stock in the OilGas Sector
10/28/2010,['Islamic Jihad activist killed by Israeli tank shell in Gaza Strip'],SHELL,Stock in the OilGas Sector
2/26/2011,['Shell Gas LPG reports loss'],SHELL,Stock in the OilGas Sector
3/10/2011,['Shell Gas LPG to operate as Burshane LPG'],SHELL,Stock in the OilGas Sector
5/1/2011,['Syrian tanks shell Deraa'],SHELL,Stock in the OilGas Sector
5/8/2011,['Five killed as shell fired by forces hits house in Bara'],SHELL,Stock in the OilGas Sector
5/12/2011,['20 Pakistani teams to compete in Shell Eco Marathon'],SHELL,Stock in the OilGas Sector
6/12/2011,['Tanks shell rebellious towns'],SHELL,Stock in the OilGas Sector
8/18/2011,"['South Korea strikes $84bn LNG deals with Shell, Total']",SHELL,Stock in the OilGas Sector
9/21/2011,"['HBL, Shell Pakistan sign deal']",SHELL,Stock in the OilGas Sector
2/16/2012,['Tanks shell rebel areas Assad offers to hold polls'],SHELL,Stock in the OilGas Sector
3/8/2012,['Shell reports profit of Rs905.99m'],SHELL,Stock in the OilGas Sector
3/23/2012,['Shell signs China’s first shale gas deal'],SHELL,Stock in the OilGas Sector
4/21/2012,['Shell suffers loss of Rs223.64m'],SHELL,Stock in the OilGas Sector
5/30/2012,['Launch of Shell Helix synthetic motor oil'],SHELL,Stock in the OilGas Sector
7/1/2012,['Woman dies as shell hits house in Dir'],SHELL,Stock in the OilGas Sector
8/12/2012,['Syrian forces shell rebels in Aleppo'],SHELL,Stock in the OilGas Sector
9/19/2012,['Syrian troops shell Aleppo districts'],SHELL,Stock in the OilGas Sector
11/8/2012,['Rebels shell key pro-Assad area'],SHELL,Stock in the OilGas Sector
4/23/2013,['UK blocks Shell’s efforts to settle $2.3bn debt'],SHELL,Stock in the OilGas Sector
5/10/2013,['Students await Shell eco-marathon'],SHELL,Stock in the OilGas Sector
7/7/2013,['Afghan mortar shell kills one in SWA'],SHELL,Stock in the OilGas Sector
8/29/2013,"['Shell, CARE sign MoU']",SHELL,Stock in the OilGas Sector
9/12/2013,"['PetroChina, Shell’s $13bn refinery stalls on land issue']",SHELL,Stock in the OilGas Sector
9/13/2013,['Shell names director'],SHELL,Stock in the OilGas Sector
10/2/2013,['Shell opens new fuelling station'],SHELL,Stock in the OilGas Sector
10/10/2013,['HBL will install over 50 ATMs at Shell fuel stations'],SHELL,Stock in the OilGas Sector
10/26/2013,['Shell Eco-Marathon Asia 2014'],SHELL,Stock in the OilGas Sector
11/1/2013,['Shell misses third quarter forecasts'],SHELL,Stock in the OilGas Sector
11/5/2013,"['Shell highlights youth’s contribution to innovation, technology']",SHELL,Stock in the OilGas Sector
1/3/2014,['Repsol sells LNG assets to Shell'],SHELL,Stock in the OilGas Sector
1/11/2014,['Shell Helix presents GREASE — The Musical'],SHELL,Stock in the OilGas Sector
1/18/2014,['Shell issues profit warning'],SHELL,Stock in the OilGas Sector
1/23/2014,['Deep Shell problems weigh on new chief executive'],SHELL,Stock in the OilGas Sector
2/5/2014,['Shell Eco-marathon Asia in Manila'],SHELL,Stock in the OilGas Sector
3/6/2014,['Shell to partake in LNG import tender'],SHELL,Stock in the OilGas Sector
3/13/2014,['Shell posts Rs1.061bn profit'],SHELL,Stock in the OilGas Sector
6/22/2014,['Shell offers $51m to settle Nigeria oil spills'],SHELL,Stock in the OilGas Sector
7/8/2014,"['Israel planes shell Gaza, seven Palestinians killed']",SHELL,Stock in the OilGas Sector
7/25/2014,['Baby among 15 dead as Israeli shell hits UN school'],SHELL,Stock in the OilGas Sector
8/26/2014,['Indian forces shell Sialkot villages'],SHELL,Stock in the OilGas Sector
11/6/2014,['Three children killed as mortar shell explodes in border village'],SHELL,Stock in the OilGas Sector
11/19/2014,['Shell Tameer awards held'],SHELL,Stock in the OilGas Sector
2/4/2015,['Shell’s new petrol pump in Lahore'],SHELL,Stock in the OilGas Sector
2/24/2015,['Shell’s Eco-Marathon teams arriving'],SHELL,Stock in the OilGas Sector
2/27/2015,['Shell gathers experts in Manila'],SHELL,Stock in the OilGas Sector
3/13/2015,['Shell Pakistan announces results'],SHELL,Stock in the OilGas Sector
3/19/2015,['Shell Super Fact report'],SHELL,Stock in the OilGas Sector
5/1/2015,['Shell posts lower profits'],SHELL,Stock in the OilGas Sector
5/10/2015,['Shell technology leadership event held'],SHELL,Stock in the OilGas Sector
6/12/2015,['Pakistani retailer wins Shell award'],SHELL,Stock in the OilGas Sector
6/22/2015,['Rebels shell Aden'],SHELL,Stock in the OilGas Sector
7/9/2015,['IMF faults US for inaction over shell companies'],SHELL,Stock in the OilGas Sector
7/10/2015,['Shell announces sales promotion'],SHELL,Stock in the OilGas Sector
8/20/2015,['Shell Pakistan posts profit of Rs1.287bln'],SHELL,Stock in the OilGas Sector
8/30/2015,['Obama defends Shell Arctic drilling'],SHELL,Stock in the OilGas Sector
9/29/2015,['Shell pulls the plug on Arctic exploration'],SHELL,Stock in the OilGas Sector
9/30/2015,"['PPAF, HANDS, Shell commemorate development initiatives']",SHELL,Stock in the OilGas Sector
10/30/2015,['Shell suffers vast Q3 loss'],SHELL,Stock in the OilGas Sector
11/8/2015,['New Shell fuel station opens'],SHELL,Stock in the OilGas Sector
1/25/2016,['Rocket shell found in Swat'],SHELL,Stock in the OilGas Sector
2/16/2016,['Shell pursues transition plan after sealing $53bln deal'],SHELL,Stock in the OilGas Sector
2/24/2016,['US court freezes bank accounts of\xa0Axact-owned shell companies'],SHELL,Stock in the OilGas Sector
4/13/2016,['UK police to unearth owners of shell companies soon'],SHELL,Stock in the OilGas Sector
4/16/2016,['Bank shell company rule nears approval'],SHELL,Stock in the OilGas Sector
5/6/2016,['Shell Pakistan appoints new CEO'],SHELL,Stock in the OilGas Sector
5/7/2016,['Syrian rebels threaten to shell govt  forces over prisoners’ revolt'],SHELL,Stock in the OilGas Sector
6/28/2016,"['Shell, ABL collaborate']",SHELL,Stock in the OilGas Sector
7/6/2016,['Shell seeks $2bln from Aramco in Motiva JV breakup'],SHELL,Stock in the OilGas Sector
7/27/2016,['Shell Philippines files $629mln IPO\xa0may be country’s largest in 2016'],SHELL,Stock in the OilGas Sector
9/1/2016,['Shell expanding non-oil businesses'],SHELL,Stock in the OilGas Sector
11/27/2016,['Shell CEO expects no valuation hit from climate accord'],SHELL,Stock in the OilGas Sector
12/8/2016,"['Shell to sign initial Iran oil, gas development deals']",SHELL,Stock in the OilGas Sector
12/18/2016,['Japan’s Idemitsu to buy 33pc of Showa Shell'],SHELL,Stock in the OilGas Sector
1/22/2017,['Eight people killed by shell in Egypt'],SHELL,Stock in the OilGas Sector
3/12/2017,['Shell Pakistan posts record profit of Rs6.764 billion'],SHELL,Stock in the OilGas Sector
4/6/2017,"['Shell sells HK, Macau energy assets']",SHELL,Stock in the OilGas Sector
7/8/2017,['Ogra orders Shell to pay Rs254m for tanker blast'],SHELL,Stock in the OilGas Sector
7/12/2017,['Shell Pakistan agrees to pay fine for tanker fire'],SHELL,Stock in the OilGas Sector
7/28/2017,['Shell profit triples'],SHELL,Stock in the OilGas Sector
8/20/2017,['Shell lifts first cargo from Libya'],SHELL,Stock in the OilGas Sector
8/21/2017,"['One dies, six injured as shell explodes']",SHELL,Stock in the OilGas Sector
11/3/2017,"['Honda says fuel from Shell, Total, PSO harms engines in Pakistan']",SHELL,Stock in the OilGas Sector
11/4/2017,['Shell shelves plan'],SHELL,Stock in the OilGas Sector
11/8/2017,['From shell company to sham settlement costing dearly'],SHELL,Stock in the OilGas Sector
11/24/2017,['Shell shows renewed interest in LNG sector'],SHELL,Stock in the OilGas Sector
2/2/2018,['Oil price recovered: Shell annual profit almost triples to $13bln'],SHELL,Stock in the OilGas Sector
3/17/2018,['Shell to sell New Zealand assets'],SHELL,Stock in the OilGas Sector
4/11/2018,['Shell Rimula celebrates truckers'],SHELL,Stock in the OilGas Sector
5/30/2018,['Friends of the Earth to sue Shell over climate change'],SHELL,Stock in the OilGas Sector
6/24/2018,['Shell says sales slipped after major supply chain safety overhaul'],SHELL,Stock in the OilGas Sector
7/3/2018,['Rashid appointed shell Pakistan head'],SHELL,Stock in the OilGas Sector
7/10/2018,['Shell launches Dynaflex technology fuel'],SHELL,Stock in the OilGas Sector
7/22/2009,['SNGP confirms Rs 100m donation — in a way'],SNGP,Stock in the OilGas Sector
4/20/2006,['SSGC comes under fire over tariff hike petition'],SSGC,Stock in the OilGas Sector
4/30/2006,['SSGC third quarter profit drops'],SSGC,Stock in the OilGas Sector
5/13/2006,['Senate committee visits SSGC'],SSGC,Stock in the OilGas Sector
5/31/2006,['SSGC encourages conservation of gas'],SSGC,Stock in the OilGas Sector
6/3/2006,['SSGC defends tariff increase'],SSGC,Stock in the OilGas Sector
6/16/2006,['New vehicles included in SSGC’s emergency fleet'],SSGC,Stock in the OilGas Sector
7/14/2006,['SSGC for effective gas utilisation'],SSGC,Stock in the OilGas Sector
7/18/2006,"['SSGC, OPI ink gas supply agreement']",SSGC,Stock in the OilGas Sector
9/24/2006,['SSGC may seek cut in gas tariff'],SSGC,Stock in the OilGas Sector
10/3/2006,['SSGC announces cash dividend at Rs1.30 per share'],SSGC,Stock in the OilGas Sector
10/20/2006,"['SSGC issues Rs86,808 bill to residential consumer']",SSGC,Stock in the OilGas Sector
10/31/2006,['SSGC accounts approved'],SSGC,Stock in the OilGas Sector
11/9/2006,['SSGC wins Rs4bn financing facility'],SSGC,Stock in the OilGas Sector
12/14/2006,"['PSO, SSGC ink accord']",SSGC,Stock in the OilGas Sector
12/30/2006,['No cut in gas supply to power plants: SSGC'],SSGC,Stock in the OilGas Sector
1/13/2007,['SSGC MD favours gas tariff rationalisation'],SSGC,Stock in the OilGas Sector
2/21/2007,['KESC owes Rs5 billion to SSGC'],SSGC,Stock in the OilGas Sector
2/23/2007,"['Privatisation of SSGC’s rights over LPG, LNG challenged']",SSGC,Stock in the OilGas Sector
3/1/2007,['SSGC profitability to increase: MD'],SSGC,Stock in the OilGas Sector
3/2/2007,"['Tourism Ministry, SSGC sign MoU']",SSGC,Stock in the OilGas Sector
3/14/2007,['SSGC staff recognised in US'],SSGC,Stock in the OilGas Sector
3/21/2007,"['SSGC increasing gas coverage', 'SSGC signs contract']",SSGC,Stock in the OilGas Sector
4/7/2007,['SSGC opens new call centre'],SSGC,Stock in the OilGas Sector
5/3/2007,['SSGC’s new billing system'],SSGC,Stock in the OilGas Sector
6/1/2007,['SSGC to get share in LNG import project'],SSGC,Stock in the OilGas Sector
6/8/2007,['JJVL royalty to stay operating income for SSGC'],SSGC,Stock in the OilGas Sector
6/12/2007,['SSGC completes 200km pipeline'],SSGC,Stock in the OilGas Sector
7/18/2007,"['SSGC, KESC row persists']",SSGC,Stock in the OilGas Sector
7/26/2007,['SSGC to quadruple capital expenditure in FY 2007-08'],SSGC,Stock in the OilGas Sector
8/4/2007,['SSGC to introduce automated meter reading'],SSGC,Stock in the OilGas Sector
8/12/2007,['SSGC seeks JJVL royalty as profit'],SSGC,Stock in the OilGas Sector
8/22/2007,['SSGC rescues Karachiites once more'],SSGC,Stock in the OilGas Sector
9/13/2007,['Azim Iqbal takes over as SSGC MD'],SSGC,Stock in the OilGas Sector
9/14/2007,"['SNGPL, SSGC to stop gas supply to Wapda in Ramazan']",SSGC,Stock in the OilGas Sector
9/29/2007,['SSGC profit slides 67pc'],SSGC,Stock in the OilGas Sector
11/2/2007,['SSGC registers quarterly profit of Rs286m'],SSGC,Stock in the OilGas Sector
11/18/2007,['SSGC highlights achievements'],SSGC,Stock in the OilGas Sector
12/11/2007,['SSGC signs Rs5bn Sukuk deal'],SSGC,Stock in the OilGas Sector
1/12/2008,['SSGC seeks share in LNG import project'],SSGC,Stock in the OilGas Sector
7/12/2008,"['SSGC, OGDC chiefs sacked']",SSGC,Stock in the OilGas Sector
9/4/2008,['SSGC restores full gas supply to KESC'],SSGC,Stock in the OilGas Sector
1/6/2009,['SSGC says no gas load shedding'],SSGC,Stock in the OilGas Sector
1/19/2009,"['Sacked SSGC employees stage demo, threaten self-immolation']",SSGC,Stock in the OilGas Sector
5/29/2009,['SSGC gives notice to KESC for dues worth Rs15bn'],SSGC,Stock in the OilGas Sector
6/10/2009,['SSGC compensates for pipeline burst'],SSGC,Stock in the OilGas Sector
10/25/2009,['Industry hits out at SSGC for seeking gas price rise'],SSGC,Stock in the OilGas Sector
10/28/2009,['SSGC rejects criticism over gas price hike move'],SSGC,Stock in the OilGas Sector
12/12/2009,['SSGC signs gas accord with Hycarbex'],SSGC,Stock in the OilGas Sector
6/20/2010,['World Bank offers $115m loan to SSGC'],SSGC,Stock in the OilGas Sector
8/11/2010,"['SSGC, MOL announce flood relief measures']",SSGC,Stock in the OilGas Sector
8/29/2010,['KESC owes Rs21bn to SSGC'],SSGC,Stock in the OilGas Sector
10/6/2010,['No gas sales pact with KESC: SSGC'],SSGC,Stock in the OilGas Sector
10/9/2010,['KESC asks SSGC to keep gas going'],SSGC,Stock in the OilGas Sector
10/24/2010,['Decline in gas supply hits SSGC hard'],SSGC,Stock in the OilGas Sector
10/27/2010,['SSGC wants industries to reduce gas consumption'],SSGC,Stock in the OilGas Sector
11/3/2010,['SSGC unable to give more gas to KESC'],SSGC,Stock in the OilGas Sector
11/28/2010,['SSGC awards contract to highest bidder'],SSGC,Stock in the OilGas Sector
12/10/2010,['SSGC claims strict adherence to PPRA rules'],SSGC,Stock in the OilGas Sector
1/11/2011,['SSGC facing gas supply shortage'],SSGC,Stock in the OilGas Sector
1/21/2011,['Insurgents blow up SSGC pipeline'],SSGC,Stock in the OilGas Sector
2/15/2011,['Petroleum Ministry remains unmoved on corruption in SSGC'],SSGC,Stock in the OilGas Sector
